"","study_id","es_id","yi","vi","ni","author","transfer","test","allocation","comparison","baseline","age_group","mean_age_exp","mean_age_control","pop"
"30",1,30,-0.381946488814337,0.077496134726221,51,"Ang et al. (2015)_S2","Far","Numerical Operation task","Non-random","Non-Active",-0.017973952414792,"children","81.73 months","81.73 months","children with poor WM"
"31",1,31,-0.0439912674966639,0.0760848809154206,51,"Ang et al. (2015)_S2","Far","Additional Fluency Task","Non-random","Non-Active",0.370452778919274,"children","81.73 months","81.73 months","children with poor WM"
"32",1,32,-0.192172379064374,0.0764279690689432,51,"Ang et al. (2015)_S2","Far","Additional Fluency Task","Non-random","Non-Active",0.370452778919274,"children","81.73 months","81.73 months","children with poor WM"
"33",1,33,-0.611894902660086,0.0797366469966504,51,"Ang et al. (2015)_S2","Far","Subtraction Fluency Task","Non-random","Non-Active",0.221961876455129,"children","81.73 months","81.73 months","children with poor WM"
"34",1,34,0.0329943329865731,0.0760765808604526,51,"Ang et al. (2015)_S2","Far","Subtraction Fluency Task","Non-random","Non-Active",0.221961876455129,"children","81.73 months","81.73 months","children with poor WM"
"35",14,35,0.534949313860511,0.140457297194111,28,"Ashman-East (2015)","Far","Grade Four Literacy Test (Maths)","Random","Active",0.107978983229163,"children","5th grade","5th grade","low achievement students"
"36",14,36,0.511045569481536,0.140010811581377,28,"Ashman-East (2015)","Far","Grade Four Literacy Test (Maths)","Random","Active",0.107978983229163,"children","5th grade","5th grade","low achievement students"
"37",14,37,0.396304822383127,0.138151703334188,28,"Ashman-East (2015)","Near","AWMA (digital recall - Verbal Short Term Memory)","Random","Active",0.10163301090148,"children","5th grade","5th grade","low achievement students"
"38",14,38,1.16988336270605,0.159786874228693,28,"Ashman-East (2015)","Near","AWMA (listening recall - Verbal Working Memory)","Random","Active",-0.302079392790958,"children","5th grade","5th grade","low achievement students"
"39",14,39,0.939642071098105,0.151113662432999,28,"Ashman-East (2015)","Near","AWMA (dot matrix - Visuospatial Short Term Memory)","Random","Active",0.0140361471201371,"children","5th grade","5th grade","low achievement students"
"40",14,40,0.37770590775584,0.13789463620043,28,"Ashman-East (2015)","Near","AWMA (spatial recall - Visuospatial Working Memory)","Random","Active",-0.298959104109327,"children","5th grade","5th grade","low achievement students"
"41",39,41,0.154067370853601,0.176506979009479,21,"Bennett et al. (2013)","Near","AWMA - Verbal STM - word recall","Random","Non-Active",0.00320973689278327,"children","7 to 12","7 to 12","Children with Down Syndrome"
"42",39,42,-0.1155505281402,0.176259721147377,21,"Bennett et al. (2013)","Near","AWMA - Verbal STM - word recall","Random","Non-Active",0.00320973689278327,"children","7 to 12","7 to 12","Children with Down Syndrome"
"43",39,43,0.550498358120547,0.183157257284042,21,"Bennett et al. (2013)","Near","AWMA - Verbal WM counting recall","Random","Non-Active",-0.320113582695649,"children","7 to 12","7 to 12","Children with Down Syndrome"
"44",39,44,0.358915229083,0.179008964412002,21,"Bennett et al. (2013)","Near","AWMA - Verbal WM counting recall","Random","Non-Active",-0.320113582695649,"children","7 to 12","7 to 12","Children with Down Syndrome"
"45",39,45,0.85014689050904,0.193150145216156,21,"Bennett et al. (2013)","Near","AWMA - Visuospatial STM - dot matrix","Random","Non-Active",-0.406159170172937,"children","7 to 12","7 to 12","Children with Down Syndrome"
"46",39,46,0.300637424980948,0.178093791069894,21,"Bennett et al. (2013)","Near","AWMA - Visuospatial STM - dot matrix","Random","Non-Active",-0.406159170172937,"children","7 to 12","7 to 12","Children with Down Syndrome"
"47",39,47,0.669640387211369,0.186618443138594,21,"Bennett et al. (2013)","Near","AWMA - Visuospatial WM - odd one out","Random","Non-Active",-0.414232675422417,"children","7 to 12","7 to 12","Children with Down Syndrome"
"48",39,48,0.594520471979324,0.184357403696164,21,"Bennett et al. (2013)","Near","AWMA - Visuospatial WM - odd one out","Random","Non-Active",-0.414232675422417,"children","7 to 12","7 to 12","Children with Down Syndrome"
"49",33,49,1.55929654781694,0.103877626917682,49,"Bergman-Nutley  et al. (2011)","Near","Grid Task","Random","Active",0.281184623376825,"children","4.7","4.7","TD children"
"50",33,50,0.889163282168789,0.0871348271046546,49,"Bergman-Nutley  et al. (2011)","Near","AWMA - Odd One Out","Random","Active",-0.148193880361465,"children","4.7","4.7","TD children"
"51",33,51,0.216155084573112,0.0795441299437325,49,"Bergman-Nutley  et al. (2011)","Near","Word Span","Random","Active",0.266037027166907,"children","4.7","4.7","TD children"
"52",33,52,-0.118202222365924,0.0792099334619512,49,"Bergman-Nutley  et al. (2011)","Far","Leiter","Random","Active",-0.0295505555914808,"children","4.7","4.7","TD children"
"53",33,53,-0.103315975142547,0.0791762847410065,49,"Bergman-Nutley  et al. (2011)","Far","Raven Set A","Random","Active",0.206631950285094,"children","4.7","4.7","TD children"
"54",33,54,-0.104115852696192,0.0791779778028738,49,"Bergman-Nutley  et al. (2011)","Far","Raven Set AB","Random","Active",0.104115852696192,"children","4.7","4.7","TD children"
"55",33,55,-0.562261268143621,0.0822932596689128,49,"Bergman-Nutley  et al. (2011)","Far","Raven Set B","Random","Active",0.210847975553858,"children","4.7","4.7","TD children"
"56",33,56,0.10946884856951,0.0791896443133277,49,"Bergman-Nutley  et al. (2011)","Far","Block Design","Random","Active",0.164203272854265,"children","4.7","4.7","TD children"
"57",2,57,0.746699552692484,0.0107735550400021,427,"Bergman-Nutley & Klingberg (2014)","Near","Odd One Out","Non-random","Non-Active",-0.44801973161549,"children","11.1","11","children with WM deficits"
"58",2,58,0.865293063275363,0.0110111909013461,428,"Bergman-Nutley & Klingberg (2014)","Near","""Following Instruction"" task","Non-random","Non-Active",-0.432646531637682,"children","11.1","11","children with WM deficits"
"59",2,59,0.194765999869283,0.0106711825111354,402,"Bergman-Nutley & Klingberg (2014)","Far","Arithmetic development test","Non-random","Non-Active",0.0177059999881166,"children","11.1","11","children with WM deficits"
"60",36,60,0.797730165258042,0.0691435888158436,61,"Bigorra et al. (2016)","Near","Working memory index","Random","Active",-0.0132955027543007,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"61",36,61,0.119468143938481,0.0708270228180077,55,"Bigorra et al. (2016)","Near","Working memory index","Random","Active",-0.0132742382153868,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"62",36,62,0.396896293464595,0.0663312741690223,60,"Bigorra et al. (2016)","Far","Conners’ Continuous Performance Test (commissions)","Random","Active",-0.0930225687807641,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"63",36,63,0.171849636685288,0.0723148273701919,54,"Bigorra et al. (2016)","Far","Conners’ Continuous Performance Test (commissions)","Random","Active",-0.092891695505561,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"64",36,64,0.57789387652912,0.067801563042055,60,"Bigorra et al. (2016)","Far","Detectability of CPT","Random","Active",-0.115578775305824,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"65",36,65,0.115464941341555,0.0721648260280636,54,"Bigorra et al. (2016)","Far","Detectability of CPT","Random","Active",-0.115464941341555,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"66",36,66,-0.00767350092224232,0.063927895914645,61,"Bigorra et al. (2016)","Far","Tower of London","Random","Active",-0.00767350092224198,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"67",36,67,0.0842787104675156,0.0707618433963892,55,"Bigorra et al. (2016)","Far","Tower of London","Random","Active",-0.00766170095159217,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"68",36,68,-0.0310251819286923,0.063935303122,61,"Bigorra et al. (2016)","Far","Wisconsin Card Sorting Test (perseverative errors)","Random","Active",-0.166075973853588,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"69",36,69,0.298865774331561,0.0715092783966504,55,"Bigorra et al. (2016)","Far","Wisconsin Card Sorting Test (perseverative errors)","Random","Active",-0.165834057708366,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"70",36,70,-0.164706975035655,0.0652446218345178,60,"Bigorra et al. (2016)","Far","Trail Making Test part B","Random","Active",-0.175676359851349,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"71",36,71,0.0287918276758073,0.0707048076536878,55,"Bigorra et al. (2016)","Far","Trail Making Test part B","Random","Active",-0.175913074296697,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"72",36,72,-0.129054937606315,0.0640639311138595,61,"Bigorra et al. (2016)","Far","Reading comprehension of Canals","Random","Active",0.0868048092232952,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"73",36,73,-0.100464305896214,0.0707890268120359,55,"Bigorra et al. (2016)","Far","Reading comprehension of Canals","Random","Active",0.0866600501242155,"children","8.7899999999999991","9.0399999999999991","children with ADHD"
"74",46,74,0.448637339471088,0.166249775499759,23,"Brehmer et al. (2011)","Near","Span board forward","Random","Active",-0.0581566921536598,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"75",46,75,0.984470880878547,0.182943415780848,23,"Brehmer et al. (2011)","Near","Span board backward","Random","Active",-0.524198780727538,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"76",46,76,0.448806537149616,0.166253076487162,23,"Brehmer et al. (2011)","Near","Digit span forward","Random","Active",0.314164576004731,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"77",46,77,0.328958044361884,0.164226687077644,23,"Brehmer et al. (2011)","Near","Digit span backward","Random","Active",0.0548263407269808,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"78",46,78,0.861152934983771,0.1779956214794,23,"Brehmer et al. (2011)","Near","PASAT","Random","Active",-0.567938285342057,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"79",46,79,-0.281194854190552,0.163593146883576,23,"Brehmer et al. (2011)","Far","Raven's progressive matrices","Random","Active",0.162797020847161,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"80",46,80,0.537573153588332,0.16815650230609,23,"Brehmer et al. (2011)","Near","RAVLT","Random","Active",-0.123296594859709,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"81",46,81,0.0358873595917047,0.161902219852167,23,"Brehmer et al. (2011)","Far","Stroop (RT)","Random","Active",0.333332141793221,"old","63.7; 60-70","63.7; 60-70","healthy older adults"
"82",13,82,0.775281726522424,0.0946033689033996,45,"Brehmer et al. (2012)_S1","Near","Span Board Forward","Random","Active",-0.258427242174141,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"83",13,83,0.909663892452978,0.0971192204784341,45,"Brehmer et al. (2012)_S1","Near","Span Board Forward","Random","Active",-0.258427242174141,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"84",13,84,0.343267529747294,0.0892341560311687,45,"Brehmer et al. (2012)_S1","Near","Digit span backward","Random","Active",0,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"85",13,85,-0.0780153476698393,0.0879925315588713,45,"Brehmer et al. (2012)_S1","Near","Digit span backward","Random","Active",0,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"86",13,86,1.31763917972965,0.107215716153167,45,"Brehmer et al. (2012)_S1","Near","Span Board Backward","Random","Active",-0.701786084856011,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"87",13,87,1.64704897466207,0.118066797452908,45,"Brehmer et al. (2012)_S1","Near","Span Board Backward","Random","Active",-0.701786084856011,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"88",13,88,0.560890459252276,0.0914204394789622,45,"Brehmer et al. (2012)_S1","Near","Digit Span Forward","Random","Active",-0.0690326719079725,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"89",13,89,0.673068551102731,0.09295847467011,45,"Brehmer et al. (2012)_S1","Near","Digit Span Forward","Random","Active",-0.0690326719079725,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"90",13,90,0.645504346958322,0.0925546367529829,45,"Brehmer et al. (2012)_S1","Near","PASAT","Random","Active",-0.352317258072672,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"91",13,91,0.496447045466037,0.0906633457197592,45,"Brehmer et al. (2012)_S1","Near","PASAT","Random","Active",-0.352317258072672,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"92",13,92,-0.00837186597976361,0.0879256837107373,45,"Brehmer et al. (2012)_S1","Far","Stroop (s)","Random","Active",0.148251793391642,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"93",13,93,0.0488358848819528,0.0879514043275397,45,"Brehmer et al. (2012)_S1","Far","Stroop (s)","Random","Active",0.148251793391642,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"94",13,94,-0.0433419588081178,0.0879457774579966,45,"Brehmer et al. (2012)_S1","Near","RAVLT","Random","Active",-0.260051752848707,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"95",13,95,0.0975194073182657,0.0880305720070008,45,"Brehmer et al. (2012)_S1","Near","RAVLT","Random","Active",-0.260051752848707,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"96",13,96,-0.35754671425113,0.0893453455410905,45,"Brehmer et al. (2012)_S1","Far","Raven's progressive matrices","Random","Active",0.244985711616515,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"97",13,97,-0.274781271137442,0.0887638465866031,45,"Brehmer et al. (2012)_S1","Far","Raven's progressive matrices","Random","Active",0.244985711616515,"old","63.6; 60-70","63.9; 60-70","healthy older adults"
"98",13,98,1.74386653824966,0.0985308929719316,55,"Brehmer et al. (2012)_S2","Near","Span Board Forward","Random","Active",-0.229121151010904,"adult","25.7","26.2","Healthy young adults"
"99",13,99,1.99844559492845,0.107191931996132,55,"Brehmer et al. (2012)_S2","Near","Span Board Forward","Random","Active",-0.229121151010904,"adult","25.7","26.2","Healthy young adults"
"100",13,100,1.15787782112824,0.0830728070213299,55,"Brehmer et al. (2012)_S2","Near","Digit span backward","Random","Active",-0.194452763853598,"adult","25.7","26.2","Healthy young adults"
"101",13,101,1.02529639122806,0.0804414583050081,55,"Brehmer et al. (2012)_S2","Near","Digit span backward","Random","Active",-0.194452763853598,"adult","25.7","26.2","Healthy young adults"
"102",13,102,1.69343883984132,0.0969551166178974,55,"Brehmer et al. (2012)_S2","Near","Span Board Backward","Random","Active",0.110142363566915,"adult","25.7","26.2","Healthy young adults"
"103",13,103,1.33547615824884,0.0870984026630609,55,"Brehmer et al. (2012)_S2","Near","Span Board Backward","Random","Active",0.110142363566915,"adult","25.7","26.2","Healthy young adults"
"104",13,104,0.364425123515387,0.0720921217666801,55,"Brehmer et al. (2012)_S2","Near","Digit Span Forward","Random","Active",-0.19956613906795,"adult","25.7","26.2","Healthy young adults"
"105",13,105,0.338394757550002,0.0719258066874812,55,"Brehmer et al. (2012)_S2","Near","Digit Span Forward","Random","Active",-0.19956613906795,"adult","25.7","26.2","Healthy young adults"
"106",13,106,0.323811128473976,0.0718380124600836,55,"Brehmer et al. (2012)_S2","Near","Paced auditory serial addition task (PASAT)","Random","Active",-0.0186098349697678,"adult","25.7","26.2","Healthy young adults"
"107",13,107,0.338698996449794,0.0719276793989246,55,"Brehmer et al. (2012)_S2","Near","Paced auditory serial addition task (PASAT)","Random","Active",-0.0186098349697678,"adult","25.7","26.2","Healthy young adults"
"108",13,108,0.120045158332015,0.0710158051247688,55,"Brehmer et al. (2012)_S2","Far","Stroop (speed)","Random","Active",0.295135413655293,"adult","25.7","26.2","Healthy young adults"
"109",13,109,-0.165135290973795,0.0711327035273692,55,"Brehmer et al. (2012)_S2","Far","Stroop (speed)","Random","Active",0.295135413655293,"adult","25.7","26.2","Healthy young adults"
"110",13,110,0.556472953377412,0.0736999079229653,55,"Brehmer et al. (2012)_S2","Near","RAVLT","Random","Active",-0.613384959972829,"adult","25.7","26.2","Healthy young adults"
"111",13,111,0.38573693359116,0.0722374609601993,55,"Brehmer et al. (2012)_S2","Near","RAVLT","Random","Active",-0.613384959972829,"adult","25.7","26.2","Healthy young adults"
"112",13,112,-0.12408877890626,0.0710247795339641,55,"Brehmer et al. (2012)_S2","Far","Raven's progressive matrices","Random","Active",0.173724290468763,"adult","25.7","26.2","Healthy young adults"
"113",13,113,-0.144770242057303,0.0710753286060994,55,"Brehmer et al. (2012)_S2","Far","Raven's progressive matrices","Random","Active",0.173724290468763,"adult","25.7","26.2","Healthy young adults"
"114",19,114,1.15071912924616,0.0540564373915289,85,"Chacko et al. (2014)","Near","AWMA - Dot Matrix","Random","Active",-0.0585773312399065,"children","8.4","8.4","ADHD children"
"115",19,115,0.283820691974463,0.0467411413372926,85,"Chacko et al. (2014)","Near","AWMA - Spatial Recall","Random","Active",0.194658795934523,"children","8.4","8.4","ADHD children"
"116",19,116,0.281124408112278,0.0467321810293139,85,"Chacko et al. (2014)","Near","AWMA - Digit Recall","Random","Active",0.345633632196013,"children","8.4","8.4","ADHD children"
"117",19,117,0.0684545446085895,0.0462948580401438,85,"Chacko et al. (2014)","Near","AWMA - Listening Recall","Random","Active",-0.00536898389086967,"children","8.4","8.4","ADHD children"
"118",19,118,0.0687358880597712,0.046295085085025,85,"Chacko et al. (2014)","Far","A-X Continuous Performance Test - Omissions","Random","Active",-0.00146246570339936,"children","8.4","8.4","ADHD children"
"119",19,119,-0.0178600157010613,0.0462691695429866,85,"Chacko et al. (2014)","Far","A-X Continuous Performance Test - Commissions","Random","Active",-0.0231264305872718,"children","8.4","8.4","ADHD children"
"120",19,120,-0.0528350494361171,0.0462837140270341,85,"Chacko et al. (2014)","Far","WRAT - Word Reading","Random","Active",-0.034237112034604,"children","8.4","8.4","ADHD children"
"121",19,121,0.304564710556793,0.046812938265079,85,"Chacko et al. (2014)","Far","WRAT - Sentence Completion","Random","Active",-0.0264643857479381,"children","8.4","8.4","ADHD children"
"122",19,122,0.0965285118839447,0.0463221035044318,85,"Chacko et al. (2014)","Far","WRAT - Math Computation","Random","Active",0.0698721027444425,"children","8.4","8.4","ADHD children"
"123",19,123,0.132825906497038,0.0463710739034332,85,"Chacko et al. (2014)","Far","WRAT - Spelling","Random","Active",-0.0991813497062312,"children","8.4","8.4","ADHD children"
"124",20,124,0.0291566257541301,0.062979025904764,62,"Conklin et al. (2017)","Near","WISC-IV–Digit Span Forward","Random","Non-Active",0.272128507038548,"children","12.21","11.82","cancer survivors children (WM deficits)"
"125",20,125,0.117174781234335,0.0650607251801309,60,"Conklin et al. (2017)","Near","WISC-IV–Digit Span Forward","Random","Non-Active",0.273407822880114,"children","12.21","11.82","cancer survivors children (WM deficits)"
"126",20,126,0.533653895554204,0.0652688353516577,62,"Conklin et al. (2017)","Near","WISC-IV–Digit Span Backward","Random","Non-Active",0.129164637140508,"children","12.21","11.82","cancer survivors children (WM deficits)"
"127",20,127,0.255110353619142,0.0654886532065173,60,"Conklin et al. (2017)","Near","WISC-IV–Digit Span Backward","Random","Non-Active",0.129255912500366,"children","12.21","11.82","cancer survivors children (WM deficits)"
"128",20,128,0.317001633963581,0.0637825737040399,62,"Conklin et al. (2017)","Near","Letter Number Sequencing","Random","Non-Active",0.140889615094924,"children","12.21","11.82","cancer survivors children (WM deficits)"
"129",20,129,0.327015913701438,0.0658374708339365,60,"Conklin et al. (2017)","Near","Letter Number Sequencing","Random","Non-Active",0.140652005893091,"children","12.21","11.82","cancer survivors children (WM deficits)"
"130",20,130,0.379167759595781,0.0641315910748569,62,"Conklin et al. (2017)","Near","WISC-IV–Working Memory Index","Random","Non-Active",0.206354761472319,"children","12.21","11.82","cancer survivors children (WM deficits)"
"131",20,131,0.333710211606607,0.0658743299799077,60,"Conklin et al. (2017)","Near","WISC-IV–Working Memory Index","Random","Non-Active",0.206652056640415,"children","12.21","11.82","cancer survivors children (WM deficits)"
"132",20,132,0.699136281982164,0.0669140374528163,62,"Conklin et al. (2017)","Near","WISC-IV–Spatial Span Forward","Random","Non-Active",0.399019243862991,"children","12.21","11.82","cancer survivors children (WM deficits)"
"133",20,133,0.132210632391187,0.0650919728631306,60,"Conklin et al. (2017)","Near","WISC-IV–Spatial Span Forward","Random","Non-Active",0.396631897173562,"children","12.21","11.82","cancer survivors children (WM deficits)"
"134",20,134,0.757678063247774,0.0676018157330022,62,"Conklin et al. (2017)","Near","WISC-IV–Spatial Span Backward","Random","Non-Active",-0.168726627529966,"children","12.21","11.82","cancer survivors children (WM deficits)"
"135",20,135,0.707714935464631,0.0691201460178175,60,"Conklin et al. (2017)","Near","WISC-IV–Spatial Span Backward","Random","Non-Active",-0.168201307531953,"children","12.21","11.82","cancer survivors children (WM deficits)"
"136",20,136,0.602113822128614,0.0658958883722879,62,"Conklin et al. (2017)","Far","Conners' CPT-II–Omissions","Random","Non-Active",-0.107353627201226,"children","12.21","11.82","cancer survivors children (WM deficits)"
"137",20,137,0.2416548286538,0.0654329512372507,60,"Conklin et al. (2017)","Far","Conners' CPT-II–Omissions","Random","Non-Active",-0.106885789596873,"children","12.21","11.82","cancer survivors children (WM deficits)"
"138",20,138,0.42615565932785,0.0644367560430849,62,"Conklin et al. (2017)","Far","Conners' CPT-II–Hit RT","Random","Non-Active",-0.0736811186688335,"children","12.21","11.82","cancer survivors children (WM deficits)"
"139",20,139,0.237789155160459,0.0654175064547526,60,"Conklin et al. (2017)","Far","Conners' CPT-II–Hit RT","Random","Non-Active",-0.0733183228411411,"children","12.21","11.82","cancer survivors children (WM deficits)"
"140",20,140,-0.129035578702225,0.0631064458381967,62,"Conklin et al. (2017)","Far","WJ-III–Reading Fluency","Random","Non-Active",0.413823353723439,"children","12.21","11.82","cancer survivors children (WM deficits)"
"141",20,141,-0.0832955952373967,0.0650041270703695,60,"Conklin et al. (2017)","Far","WJ-III–Reading Fluency","Random","Non-Active",0.41251151927092,"children","12.21","11.82","cancer survivors children (WM deficits)"
"142",20,142,-0.0528397940291665,0.062994686670955,62,"Conklin et al. (2017)","Far","WJ-III–Math Fluency","Random","Non-Active",0.134880526863926,"children","12.21","11.82","cancer survivors children (WM deficits)"
"143",20,143,-0.22497511034377,0.0653680907711049,60,"Conklin et al. (2017)","Far","WJ-III–Math Fluency","Random","Non-Active",0.134707319156455,"children","12.21","11.82","cancer survivors children (WM deficits)"
"144",23,144,1.10386320237725,0.0987030878487719,57,"Dahlin (2011) and (2013)","Near","Span board forward","Non-random","Non-Active",0.382972947763537,"children","10.7","10.7","Learning disabilities/ADHD"
